Dimension;Cluster;Seed_words;Synonym;Synonyms_adjusted;Similarity_Score
Strategy;3;['core_competencies', 'product_differentiation', 'cost_leadership', 'core_competency', 'competitive_strategy'];core_capabilities;core capabilities;0.602283955
Strategy;3;['core_competencies', 'product_differentiation', 'cost_leadership', 'core_competency', 'competitive_strategy'];domain_expertise;domain expertise;0.601047039
Strategy;3;['core_competencies', 'product_differentiation', 'cost_leadership', 'core_competency', 'competitive_strategy'];technology_portfolio;technology portfolio;0.594779789
Strategy;3;['core_competencies', 'product_differentiation', 'cost_leadership', 'core_competency', 'competitive_strategy'];engineering_capabilities;engineering capabilities;0.579593539
Strategy;3;['core_competencies', 'product_differentiation', 'cost_leadership', 'core_competency', 'competitive_strategy'];consumer_insights;consumer insights;0.559478879
Strategy;3;['core_competencies', 'product_differentiation', 'cost_leadership', 'core_competency', 'competitive_strategy'];solutions_portfolio;solutions portfolio;0.559442103
Strategy;3;['core_competencies', 'product_differentiation', 'cost_leadership', 'core_competency', 'competitive_strategy'];innovative_technologies;innovative technologies;0.558612823
Strategy;3;['core_competencies', 'product_differentiation', 'cost_leadership', 'core_competency', 'competitive_strategy'];leading_technologies;leading technologies;0.557662189
Strategy;3;['core_competencies', 'product_differentiation', 'cost_leadership', 'core_competency', 'competitive_strategy'];core_strengths;core strengths;0.55669409
Strategy;3;['core_competencies', 'product_differentiation', 'cost_leadership', 'core_competency', 'competitive_strategy'];capabilities;capabilities;0.556041241
Strategy;3;['core_competencies', 'product_differentiation', 'cost_leadership', 'core_competency', 'competitive_strategy'];broad_product_portfolio;broad product portfolio;0.554998219
Strategy;3;['core_competencies', 'product_differentiation', 'cost_leadership', 'core_competency', 'competitive_strategy'];design_expertise;design expertise;0.553617954
Strategy;3;['core_competencies', 'product_differentiation', 'cost_leadership', 'core_competency', 'competitive_strategy'];product_development_strategy;product development strategy;0.553427756
Strategy;3;['core_competencies', 'product_differentiation', 'cost_leadership', 'core_competency', 'competitive_strategy'];product_differentiation;product differentiation;0.677896261
Strategy;4;['strategic_objectives', 'strategic_priority', 'strategic_priorities', 'strategic_objective', 'long_term_objectives', 'long_term_objective', 'long_term_goal'];long_term_goal;long term goal;0.579789579
Strategy;4;['strategic_objectives', 'strategic_priority', 'strategic_priorities', 'strategic_objective', 'long_term_objectives', 'long_term_objective', 'long_term_goal'];long_term_objective;long term objective;0.617248535
Strategy;4;['strategic_objectives', 'strategic_priority', 'strategic_priorities', 'strategic_objective', 'long_term_objectives', 'long_term_objective', 'long_term_goal'];long_term_objectives;long term objectives;0.724188328
Strategy;4;['strategic_objectives', 'strategic_priority', 'strategic_priorities', 'strategic_objective', 'long_term_objectives', 'long_term_objective', 'long_term_goal'];strategic_imperatives;strategic imperatives;0.611905873
Strategy;4;['strategic_objectives', 'strategic_priority', 'strategic_priorities', 'strategic_objective', 'long_term_objectives', 'long_term_objective', 'long_term_goal'];business_objectives;business objectives;0.604940414
Strategy;4;['strategic_objectives', 'strategic_priority', 'strategic_priorities', 'strategic_objective', 'long_term_objectives', 'long_term_objective', 'long_term_goal'];strategic_vision;strategic vision;0.599155486
Strategy;4;['strategic_objectives', 'strategic_priority', 'strategic_priorities', 'strategic_objective', 'long_term_objectives', 'long_term_objective', 'long_term_goal'];core_strategy;core strategy;0.596438766
Strategy;4;['strategic_objectives', 'strategic_priority', 'strategic_priorities', 'strategic_objective', 'long_term_objectives', 'long_term_objective', 'long_term_goal'];overall_strategy;overall strategy;0.596217811
Strategy;4;['strategic_objectives', 'strategic_priority', 'strategic_priorities', 'strategic_objective', 'long_term_objectives', 'long_term_objective', 'long_term_goal'];strategic_goals;strategic goals;0.595001161
Strategy;4;['strategic_objectives', 'strategic_priority', 'strategic_priorities', 'strategic_objective', 'long_term_objectives', 'long_term_objective', 'long_term_goal'];long_term_strategic_goals;long term strategic goals;0.593695819
Strategy;4;['strategic_objectives', 'strategic_priority', 'strategic_priorities', 'strategic_objective', 'long_term_objectives', 'long_term_objective', 'long_term_goal'];mission;mission;0.593515456
Strategy;4;['strategic_objectives', 'strategic_priority', 'strategic_priorities', 'strategic_objective', 'long_term_objectives', 'long_term_objective', 'long_term_goal'];key_objectives;key objectives;0.592419207
Strategy;4;['strategic_objectives', 'strategic_priority', 'strategic_priorities', 'strategic_objective', 'long_term_objectives', 'long_term_objective', 'long_term_goal'];long_term_growth_plan;long term growth plan;0.583549142
Strategy;4;['strategic_objectives', 'strategic_priority', 'strategic_priorities', 'strategic_objective', 'long_term_objectives', 'long_term_objective', 'long_term_goal'];long_term_growth_objectives;long term growth objectives;0.581172585
Strategy;4;['strategic_objectives', 'strategic_priority', 'strategic_priorities', 'strategic_objective', 'long_term_objectives', 'long_term_objective', 'long_term_goal'];long_term_strategic_objectives;long term strategic objectives;0.576285601
Strategy;4;['strategic_objectives', 'strategic_priority', 'strategic_priorities', 'strategic_objective', 'long_term_objectives', 'long_term_objective', 'long_term_goal'];strategic_objective;strategic objective;0.707489789
Strategy;4;['strategic_objectives', 'strategic_priority', 'strategic_priorities', 'strategic_objective', 'long_term_objectives', 'long_term_objective', 'long_term_goal'];strategic_objectives;strategic objectives;0.771770835
Strategy;4;['strategic_objectives', 'strategic_priority', 'strategic_priorities', 'strategic_objective', 'long_term_objectives', 'long_term_objective', 'long_term_goal'];strategic_priorities;strategic priorities;0.805867076
Strategy;4;['strategic_objectives', 'strategic_priority', 'strategic_priorities', 'strategic_objective', 'long_term_objectives', 'long_term_objective', 'long_term_goal'];strategic_priority;strategic priority;0.631098986
Strategy;5;['operating_model', 'organizational_structure'];go_to_market_strategy;go to market strategy;0.542722046
Strategy;5;['operating_model', 'organizational_structure'];management_structure;management structure;0.672965407
Strategy;5;['operating_model', 'organizational_structure'];operating_model;operating model;0.878626108
Strategy;5;['operating_model', 'organizational_structure'];organizational_structure;organizational structure;0.904837191
Strategy;5;['operating_model', 'organizational_structure'];operating_structure;operating structure;0.683293581
Strategy;5;['operating_model', 'organizational_structure'];organization_structure;organization structure;0.598371029
Strategy;5;['operating_model', 'organizational_structure'];reporting_structure;reporting structure;0.585052013
Strategy;5;['operating_model', 'organizational_structure'];organizational_model;organizational model;0.54936558
Strategy;5;['operating_model', 'organizational_structure'];operational_structure;operational structure;0.548301101
Strategy;5;['operating_model', 'organizational_structure'];reportable_segment_structure;reportable segment structure;0.539170384
Strategy;5;['operating_model', 'organizational_structure'];corporate_structure;corporate structure;0.538493454
Strategy;5;['operating_model', 'organizational_structure'];global_structure;global structure;0.53794837
Strategy;5;['operating_model', 'organizational_structure'];business_structure;business structure;0.530936778
Strategy;5;['operating_model', 'organizational_structure'];business_portfolio;business portfolio;0.525820613
Strategy;5;['operating_model', 'organizational_structure'];legal_entity_structure;legal entity structure;0.520717084
Strategy;5;['operating_model', 'organizational_structure'];leadership_structure;leadership structure;0.513147116
Strategy;5;['operating_model', 'organizational_structure'];new_operating_model;new operating model;0.512174964
Strategy;5;['operating_model', 'organizational_structure'];portfolio_of_businesses;portfolio of businesses;0.509851038
Strategy;1;['strategic_initiatives', 'strategic_planning', 'strategic_management', 'strategic_initiative', 'strategic_alignment', 'alternative_strategies', 'action_plans', 'action_plan', 'strategic_plan'];strategic_management;strategic management;1
Strategy;1;['strategic_initiatives', 'strategic_planning', 'strategic_management', 'strategic_initiative', 'strategic_alignment', 'alternative_strategies', 'action_plans', 'action_plan', 'strategic_plan'];strategic_alignment;strategic alignment;1
Strategy;1;['strategic_initiatives', 'strategic_planning', 'strategic_management', 'strategic_initiative', 'strategic_alignment', 'alternative_strategies', 'action_plans', 'action_plan', 'strategic_plan'];alternative_strategies;alternative strategies;1
Strategy;1;['strategic_initiatives', 'strategic_planning', 'strategic_management', 'strategic_initiative', 'strategic_alignment', 'alternative_strategies', 'action_plans', 'action_plan', 'strategic_plan'];action_plan;action plan;1
Strategy;2;['business_strategy', 'business_plan', 'business_model', 'pims_initiatives'];pims_initiatives;pims initiatives;1
